Commit,Date,Test,Checks,Num Tokens (mean),Num Tokens (median),Num Tokens (min),Num Tokens (max),Num Tokens (stddev),Total (mean),Total (median),Total (min),Total (max),Total (stddev),TTFT (mean),TTFT (median),TTFT (min),TTFT (max),TTFT (stddev),TPS (mean),TPS (median),TPS (min),TPS (max),TPS (stddev),Num_Tokens (stddev),Num_Tokens (mean),Num_Tokens (min),Num_Tokens (max),Num_Tokens (median)
897d04ec696bb235b226a217853ec4b155533dd8,2026-03-06 22:56:07,llama_3.2_1b_prompt_2048_tokens_1,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6763,2.6763,2.6763,2.6763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
140ffa613627c7ac5bb8c435ef82bf45c58b0414,2025-12-11 00:07:58,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3786,4.3786,4.3786,4.3786,0.0,4.71,4.71,4.71,4.71,0.0,0.0,40.0,40.0,40.0,40.0
588c3b98008c8a1bf625effdfc95865879e1a259,2025-12-12 04:47:23,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3461,4.3461,4.3461,4.3461,0.0,4.59,4.59,4.59,4.59,0.0,0.0,40.0,40.0,40.0,40.0
87e12baab47cea69a5017dd45a89d3c02c23390c,2025-12-16 22:04:54,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3639,4.3639,4.3639,4.3639,0.0,4.52,4.52,4.52,4.52,0.0,0.0,40.0,40.0,40.0,40.0
ea7f586bd38b701209354fc70ea804026d9abbdf,2025-12-18 23:25:32,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3811,4.3811,4.3811,4.3811,0.0,4.68,4.68,4.68,4.68,0.0,0.0,40.0,40.0,40.0,40.0
eb18d10fff73a0e58113064447ae37e4268785b0,2025-12-29 19:18:53,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3897,4.3897,4.3897,4.3897,0.0,4.55,4.55,4.55,4.55,0.0,0.0,40.0,40.0,40.0,40.0
50ad37c94e47bf4aa640e3fe1289867075333165,2025-12-29 19:53:56,llama_3.2_1b_prompt_2048_tokens_40,0/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,
50ad37c94e47bf4aa640e3fe1289867075333165,2025-12-29 21:07:23,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.4121,4.4121,4.4121,4.4121,0.0,4.58,4.58,4.58,4.58,0.0,0.0,40.0,40.0,40.0,40.0
a4b6ffeac0c12260cedc74104e95e81271f78608,2026-01-05 19:15:03,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3468,4.3468,4.3468,4.3468,0.0,4.74,4.74,4.74,4.74,0.0,0.0,40.0,40.0,40.0,40.0
331dcca1ea72b4a11dfa7c876e5a84965bfb7f80,2026-01-08 18:44:24,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6654,2.6654,2.6654,2.6654,0.0,4.78,4.78,4.78,4.78,0.0,0.0,40.0,40.0,40.0,40.0
d48746fdb73ca189a327d1c25525ba346f965281,2026-01-12 22:27:12,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6974,2.6974,2.6974,2.6974,0.0,4.18,4.18,4.18,4.18,0.0,0.0,40.0,40.0,40.0,40.0
1b2d2309737a771d8663aa6004354ea76cf9e0bd,2026-01-13 22:48:47,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6306,2.6306,2.6306,2.6306,0.0,4.25,4.25,4.25,4.25,0.0,0.0,40.0,40.0,40.0,40.0
bc5b1e58af12a95e0c360ba1bc4f6490e35b7fe7,2026-01-14 01:33:44,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.7046,2.7046,2.7046,2.7046,0.0,4.08,4.08,4.08,4.08,0.0,0.0,40.0,40.0,40.0,40.0
0f0da0b3a425d3a3ea9977b3014996bba061ce6b,2026-01-14 16:41:39,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.709,2.709,2.709,2.709,0.0,4.13,4.13,4.13,4.13,0.0,0.0,40.0,40.0,40.0,40.0
15317812af6ba15df48723a49107681d7156958a,2026-01-23 18:40:34,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.7024,2.7024,2.7024,2.7024,0.0,4.22,4.22,4.22,4.22,0.0,0.0,40.0,40.0,40.0,40.0
84d3478fabfc0e176964630ef54ea7cfe1b36e28,2026-02-17 23:16:23,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.713,2.713,2.713,2.713,0.0,4.07,4.07,4.07,4.07,0.0,0.0,40.0,40.0,40.0,40.0
897d04ec696bb235b226a217853ec4b155533dd8,2026-03-06 22:56:07,llama_3.2_1b_prompt_2048_tokens_40,1/1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.701,2.701,2.701,2.701,0.0,4.0,4.0,4.0,4.0,0.0,0.0,40.0,40.0,40.0,40.0
