Commit,Date,Test,Checks,Bandwidth (mean),Bandwidth (median),Bandwidth (min),Bandwidth (max),Bandwidth (stddev),Latency (mean),Latency (median),Latency (min),Latency (max),Latency (stddev),GFLOP/s (mean),GFLOP/s (median),GFLOP/s (min),GFLOP/s (max),GFLOP/s (stddev)
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_2048_M_512_N_2_cols_2_channels_64_m_64_n_8_s,5/5,13.67578,14.0513,12.0563,14.7406,0.9180760391165865,287.0,278.0,265.0,324.0,20.396078054371138,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_2048_M_512_N_4_cols_1_channels_64_m_64_n_8_s,5/5,14.198179999999999,14.5214,12.169,15.2588,1.1245551589850984,277.0,269.0,256.0,321.0,23.740261161158273,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_2048_M_512_N_4_cols_2_channels_64_m_64_n_8_s,5/5,15.267079999999998,15.5627,14.2045,16.4128,0.817962755631331,256.6,251.0,238.0,275.0,13.807244475274565,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_2048_M_512_N_8_cols_1_channels_64_m_64_n_8_s,5/5,12.989160000000002,13.1082,10.6728,15.1994,1.4421437772982277,304.6,298.0,257.0,366.0,35.148826438445994,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_2048_M_512_N_8_cols_2_channels_64_m_64_n_8_s,5/5,13.254579999999999,12.7655,12.1312,14.4142,0.9484657640632055,296.2,306.0,271.0,322.0,20.84610275327261,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_2048_M_64_N_1_cols_1_channels_64_m_64_n_8_s,5/5,3.121862,3.27706,2.74315,3.46299,0.30858348791858586,158.0,149.0,141.0,178.0,16.1245154965971,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_2048_M_64_N_1_cols_2_channels_64_m_64_n_8_s,5/5,3.098144,3.13001,2.63936,3.48772,0.3057926206173066,159.2,156.0,140.0,185.0,16.216041440499588,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_128_N_1_cols_1_channels_64_m_64_n_8_s,5/5,0.1897616,0.186083,0.163196,0.231194,0.023757597189951685,163.2,164.0,132.0,187.0,19.114392483152585,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_128_N_2_cols_1_channels_64_m_64_n_8_s,5/5,0.18771580000000002,0.190735,0.159778,0.203451,0.01563818032125221,163.8,160.0,150.0,191.0,14.756693396557374,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_256_N_1_cols_1_channels_64_m_64_n_8_s,5/5,0.41356580000000004,0.404206,0.35903,0.484406,0.04118971903958559,149.0,151.0,126.0,170.0,14.310835055998654,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_256_N_2_cols_1_channels_64_m_64_n_8_s,5/5,0.3787954,0.393775,0.230321,0.465917,0.0791001154932153,171.0,155.0,131.0,265.0,47.88319120526534,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_256_N_4_cols_1_channels_64_m_64_n_8_s,5/5,0.3889424,0.398923,0.339084,0.415205,0.02800831455550298,157.8,153.0,147.0,180.0,12.155657119218196,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_512_N_1_cols_1_channels_64_m_64_n_8_s,5/5,0.7501716,0.824799,0.598384,0.871931,0.11649408079829635,167.0,148.0,140.0,204.0,27.568097504180443,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_512_N_2_cols_1_channels_64_m_64_n_8_s,5/5,0.767561,0.792664,0.598384,0.865747,0.09009523376294665,161.6,154.0,141.0,204.0,21.932624102008404,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_512_N_4_cols_1_channels_64_m_64_n_8_s,5/5,0.839958,0.78755,0.64931,1.00885,0.13429607026864188,149.2,155.0,121.0,188.0,24.416387939250967,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_512_N_8_cols_1_channels_64_m_64_n_8_s,5/5,0.5562772,0.554865,0.437528,0.713861,0.10306356450540607,227.0,220.0,171.0,279.0,41.15823125451335,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,transpose_64_M_64_N_1_cols_1_channels_64_m_64_n_8_s,5/5,0.08959596,0.0902887,0.0580182,0.113028,0.018038432420651195,179.0,169.0,135.0,263.0,44.05451168722677,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_1_cols_2_channels_1024_weights_1024,5/5,0.0385142,0.0362155,0.0359877,0.0423855,0.0029160801113824026,149.4,158.0,135.0,159.0,10.96540012949824,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_1_cols_2_channels_2048_weights_2048,5/5,0.07575741999999999,0.0805922,0.0560985,0.089407,0.011342808405399432,155.0,142.0,128.0,204.0,26.5329983228432,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_1_cols_2_channels_4096_weights_4096,5/5,0.1495144,0.142163,0.140418,0.165856,0.010402314330955396,153.8,161.0,138.0,163.0,10.303397497913005,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_2_cols_2_channels_1024_weights_512,5/5,0.03417814,0.0334623,0.0279124,0.0461455,0.006661236376709657,173.2,171.0,124.0,205.0,30.035978425881186,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_2_cols_2_channels_2048_weights_1024,5/5,0.08300472,0.0866977,0.0673182,0.098656,0.011811957989325902,140.8,132.0,116.0,170.0,20.65332902948094,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_2_cols_2_channels_4096_weights_2048,5/5,0.12756254,0.142163,0.0765491,0.165856,0.037421154141239414,198.6,161.0,138.0,299.0,66.00181815677504,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_2_cols_2_channels_8192_weights_4096,5/5,0.25149520000000003,0.266142,0.169542,0.329326,0.05916163404910314,193.4,172.0,139.0,270.0,49.037128790336006,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_4_cols_2_channels_1024_weights_256,5/5,0.03100098,0.0302754,0.0200072,0.0433488,0.007408025680409052,196.0,189.0,132.0,286.0,49.875845857488976,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_4_cols_2_channels_2048_weights_512,5/5,0.08239542,0.0805922,0.0743123,0.0915527,0.006687436186581522,139.8,142.0,125.0,154.0,11.196428001822724,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_4_cols_2_channels_4096_weights_1024,5/5,0.126419,0.123055,0.115016,0.151577,0.013098688590847557,182.8,186.0,151.0,199.0,16.92808317559906,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_4_cols_2_channels_8192_weights_2048,5/5,0.2574214,0.272478,0.186083,0.295331,0.03997629372815844,183.0,168.0,155.0,246.0,33.54996274215517,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_8_cols_2_channels_1024_weights_128,5/5,0.03073088,0.0299584,0.0229801,0.038403,0.0052764565008725315,192.0,191.0,149.0,249.0,34.25784581668847,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_8_cols_2_channels_2048_weights_256,5/5,0.06048904000000001,0.0621962,0.0390583,0.077851,0.013301395925931988,200.2,184.0,147.0,293.0,51.15232155044383,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_8_cols_2_channels_4096_weights_512,5/5,0.14439600000000002,0.152588,0.130046,0.15465,0.01174089345833613,159.6,150.0,148.0,176.0,13.410443691392167,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,weighted_rms_norm_8_cols_2_channels_8192_weights_1024,5/5,0.1870466,0.182376,0.120782,0.250144,0.04472044829650078,260.6,251.0,183.0,379.0,68.1339856459315,,,,,
