Commit,Date,Test,Checks,Bandwidth (mean),Bandwidth (median),Bandwidth (min),Bandwidth (max),Bandwidth (stddev),Throughput (mean),Throughput (median),Throughput (min),Throughput (max),Throughput (stddev),Latency (mean),Latency (median),Latency (min),Latency (max),Latency (stddev),Test Path
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_128-K_128-num_aie_columns_1-tile_size_input_32-tile_size_output_128,5/5,0.089799462,0.09941748,0.06502375,0.1019595,0.015951761870276897,0.088417936,0.09788798,0.06402338,0.1003909,0.01570635684134548,,,,,,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_128-K_128-num_aie_columns_1-tile_size_input_32-tile_size_output_128,5/5,0.084790896,0.08246646,0.05796708,0.1178758,0.02377062981661256,0.083486436,0.08119775,0.05707528,0.1160624,0.0234049546653167,,,,,,iron/operators/gemv/test.py::test_gemv
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_128-K_128-num_aie_columns_1-tile_size_input_32-tile_size_output_128,5/5,0.089715252,0.0741609,0.05078032,0.1322293,0.03382878696078415,0.08833503,0.07301996,0.04999908,0.130195,0.033308360817231764,,,,,,iron/operators/gemv/test.py::test_gemv
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_128-K_128-num_aie_columns_1-tile_size_input_32-tile_size_output_128,5/5,0.123183284,0.1257757,0.09820962,0.1474432,0.018017417484208993,0.12128818,0.1238407,0.0966987,0.1451749,0.017740246538788574,,,,,,iron/operators/gemv/test.py::test_gemv
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_False-c_col_maj_False-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.43052325999999996,0.3565603,0.1257851,0.9475429,0.30669623499278237,18.368992,15.21324,5.36683,40.4285,13.085707603968919,768.24,620.3,233.4,1758.4,578.4896827083436,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_False-c_col_maj_False-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.40805764,0.4204947,0.2543441,0.6506388,0.1638533322330919,17.41046,17.94111,10.85202,27.76059,6.9910748875941815,615.24,526.0,339.9,869.6,236.44744236299113,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_False-c_col_maj_False-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.50489644,0.5107067,0.4658643,0.5428414,0.035705212257008095,21.542248,21.79015,19.87688,23.16123,1.5234202041524851,439.86,433.1,407.5,474.8,31.389536473162515,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_False-c_col_maj_False-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.41184578,0.4036639,0.3262325,0.527157,0.07249470149560587,17.572086,17.22299,13.91925,22.49203,3.093107411823909,549.74,547.9,419.6,678.0,91.62651363006233,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_True-c_col_maj_True-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.42815416,0.4331497,0.1778866,0.6326086,0.17890928055764183,18.2679096,18.48105,7.589828,26.9913,7.633463670459879,629.78,510.6,349.6,1243.4,361.6158210034512,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_True-c_col_maj_True-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.5168568,0.4250032,0.3491014,0.7773252,0.19560898938755347,22.052556,18.13347,14.89499,33.16588,8.34598674674421,476.22,520.4,284.5,633.6,161.2636722885846,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_True-c_col_maj_True-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.42132268,0.5242532,0.1240068,0.6120555,0.2042094107217319,17.976437400000002,22.36814,5.290957,26.11437,8.712935177951733,742.56,421.9,361.4,1783.6,601.4638999973315,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_192-K_384-N_64-num_aie_columns_4-b_col_maj_True-c_col_maj_True-m_48-k_96-n_16-trace_size_0-partition_N_1,5/5,0.40796512,0.4485517,0.1582464,0.5165618,0.14243652019881348,17.4065112,19.13821,6.751846,22.03997,6.077291353485301,657.0,493.1,428.2,1397.7,414.94998493794407,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_2048-N_2048-num_aie_columns_1-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.30444504,0.3052088,0.2977755,0.3109221,0.0047591373964196325,207.83446,208.3558,203.2814,212.2562,3.248917374757326,82677.52,82454.5,80939.3,84512.8,1294.2268761697078,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_2048-N_2048-num_aie_columns_1-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.30355340000000003,0.3040212,0.2942409,0.31145,0.006122070484321451,207.2258,207.5452,200.8684,212.6166,4.179377636084109,82931.28,82776.5,80802.1,85528.0,1685.375667915018,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_2048-N_2048-num_aie_columns_1-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.3032815,0.3035346,0.2959715,0.3078837,0.004506862131794134,207.04018,207.2129,202.0499,210.182,3.0766944058518306,82993.3,82909.3,81738.1,85027.9,1247.5745729213902,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_2048-N_2048-num_aie_columns_1-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.29901368,0.2977815,0.2933091,0.3064665,0.005867582457196489,204.12664,203.2855,200.2323,209.2144,4.005581651021488,84188.6,84511.0,82116.1,85799.7,1644.7249846098848,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_2048-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,1.0499142,1.048682,1.028008,1.063932,0.014081627789428324,716.74152,715.9005,701.7866,726.3111,9.613225649697391,23972.9,23997.6,23653.6,24480.2,324.1398463626469,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_2048-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.97988882,0.9939285,0.9109076,1.009565,0.04010540923319447,668.9374799999999,678.5218,621.8462,689.1966,27.378703940782167,25718.46,25319.6,24927.4,27627.2,1103.20543327161,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_2048-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,1.0255316,1.025079,1.015407,1.032293,0.00690766203573975,700.09626,699.7874,693.1845,704.7121,4.715666558716812,24540.2,24550.1,24378.6,24784.0,165.73489373092204,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_2048-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,1.01293094,1.020947,0.9797797,1.031825,0.02048465501706093,691.4942,696.9668,668.8629,704.3927,13.984268483728439,24852.84,24649.5,24389.6,25685.2,511.1168486755259,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.81921566,0.8189146,0.8104437,0.8281846,0.0067407193909849355,745.6683400000001,745.3943,737.6839,753.8321,6.135566714493453,92163.22,92192.1,91160.2,93155.7,758.1233455052021,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.78945452,0.787389,0.7699243,0.8130814,0.015680710555551983,718.57906,716.699,700.8022,740.0848,14.272949577014558,95662.44,95883.3,92853.5,98058.3,1887.5526874765653,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.80203578,0.8017541,0.7880008,0.8167164,0.010194966708479258,730.0308,729.7744,717.2558,743.3934,9.279693459646184,94144.46,94165.4,92440.3,95808.9,1195.6080850345538,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.81176824,0.8103084,0.8051115,0.8225234,0.007379380344785054,738.8895,737.5607,732.8304,748.6791,6.716865796262381,93009.86,93171.3,91787.6,93772.7,842.0604687313106,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.7493754,0.7498346,0.7318036,0.7632943,0.012911195268641857,682.09814,682.5161,666.1039,694.7674,11.752060952998855,100771.22,100685.5,98910.0,103166.3,1743.4440676431248,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.7600697,0.7589672,0.7527801,0.7676206,0.0057023791056891445,691.83232,690.8288,685.1972,698.7054,5.190446255573832,99334.16,99474.0,98352.6,100291.5,744.7822453576593,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.76244788,0.7633683,0.7528939,0.7689632,0.006439478594731088,693.99702,694.8348,685.3008,699.9274,5.861344991723316,99025.54,98900.5,98180.9,100276.4,839.704824923616,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.7691432,0.7696697,0.7601854,0.7733807,0.005346478293699517,700.09126,700.5705,691.9377,703.9483,4.866463754411429,98161.7,98090.7,97620.1,99314.5,686.8564879216026,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.8190225800000001,0.8194144,0.8077369,0.8266516,0.0071621356805774295,745.49258,745.8492,735.2201,752.4367,6.519142146555779,92185.66,92135.9,91329.3,93467.9,810.6030242973401,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.77622348,0.7752952,0.7683139,0.7826381,0.005466605135913875,706.53584,705.6909,699.3363,712.3746,4.975852997024704,97266.42,97379.0,96465.4,98263.8,686.3848716281578,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.78832064,0.7873972,0.7839437,0.7953521,0.004217509727078286,717.54698,716.7064,713.563,723.9472,3.8388831269003,95772.16,95882.3,94923.3,96304.7,510.0257032738625,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_2048-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.80021934,0.8001589,0.7985874,0.8016885,0.0011487695691478196,728.37742,728.3224,726.892,729.7147,1.0456387937523968,94346.14,94353.1,94173.1,94538.8,135.47491649748147,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.7680904,4.08593,1.998025,5.644821,1.3681197134793432,226.97206,246.1172,120.3517,340.0175,82.40908098106057,2672.94,2181.4,1579.0,4460.9,1116.9902989730929,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.5551056,4.110193,2.152133,5.230533,1.3558703171685706,214.14284,247.5787,129.6344,315.0627,81.67124758348558,2860.54,2168.5,1704.0,4141.4,1177.8856111694379,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,4.4207938,4.523084,2.804831,5.520681,1.1135393698543845,266.2878,272.4493,168.9498,332.5398,67.07436913042865,2142.16,1970.5,1614.5,3177.7,637.6807335963663,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.476022,3.631061,2.151121,5.439861,1.370064374826234,209.3792,218.718,129.5734,327.6716,82.5262136963765,2908.7599999999998,2454.6,1638.4,4143.4,1128.9099113746852,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.2788658,3.509141,2.111439,4.781709,1.0952064192136113,197.50348,211.3742,127.1832,288.0277,65.97008146006036,2982.48,2539.9,1864.0,4221.2,1011.6755245630883,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.8772748,4.235109,2.290377,5.13308,1.0636448389294237,233.5488,255.103,137.9615,309.1926,64.06897102486508,2478.58,2104.5,1736.4,3891.5,842.742491512087,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.0975844,2.9137,2.245048,4.522095,0.8607588231986356,186.5839,175.5076,135.2311,272.3897,51.848051800959695,3035.08,3059.0,1971.0,3970.0,728.6544393606615,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.2104672,2.863789,2.203802,4.869365,1.0142027918790206,193.38346,172.5012,132.7467,293.3077,61.090822937271035,2974.84,3112.3,1830.4,4044.3,812.9008937133727,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.6815252,3.522131,2.617857,5.486595,1.1516595508965313,221.75776,212.1566,157.6874,330.4866,69.37051104772834,2597.48,2530.5,1624.5,3404.7,723.1391788583992,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.2783446,2.656945,2.183569,5.262839,1.3466524918305018,197.47202,160.0418,131.5279,317.0086,81.11598301710953,3066.2,3354.6,1693.6,4081.8,1078.1005681289664,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.4511228,3.697958,1.931562,5.166887,1.341791541252478,207.8794,222.7476,116.3482,311.229,80.82322982150613,2957.38,2410.2,1725.0,4614.3,1238.41530473424,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_64-N_2048-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,3.3734984,2.868776,1.96524,5.631852,1.5342839192766118,203.20368000000002,172.8015,118.3768,339.2363,92.41806470202133,3080.5,3106.9,1582.6,4535.3,1249.064696082633,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.9398276,5.920458,5.068671,6.659491,0.6686041876927634,365.85764,364.6646,312.1996,410.1846,41.18201413460736,5931.1,5888.9,5235.4,6878.6,683.6613635419221,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.1552028,4.805303,4.219931,6.805614,0.9805118815946089,317.52946000000003,295.9777,259.9223,419.1849,60.39366330690664,6936.0,7255.6,5123.0,8262.0,1148.5635180520057,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.4727644,5.559398,4.730739,5.962755,0.5166504716714193,337.08936,342.4255,291.3851,367.2698,31.822539462824135,6418.48,6271.4,5847.2,7369.9,634.353605649089,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.6735748,6.3445,4.110719,6.773522,1.165534527443825,349.45808,390.783,253.1956,417.2082,71.78990621081071,6382.8,5495.3,5147.3,8481.5,1453.065112099248,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.0539834,5.318481,4.379728,5.496571,0.5253255855308212,311.29496,327.5864,269.7649,338.5557,32.35691144041717,6961.28,6555.5,6343.1,7960.6,754.8994846997846,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,4.732564,4.845582,3.777615,5.239739,0.5901235678144029,291.49748,298.4587,232.6784,322.7364,36.34804636038916,7471.12,7195.2,6654.0,9229.4,1047.0984132353558,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,4.7741114,4.570349,4.301589,5.336896,0.4494680979761523,294.05654,281.506,264.952,328.7207,27.684542881597316,7353.9,7628.6,6532.9,8105.2,676.5673063339672,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,4.7240396,4.575629,4.231925,5.860924,0.6685244463598917,290.9724,281.8312,260.6611,360.9976,41.17706999332273,7485.68,7619.8,5948.7,8238.6,933.6337970532129,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.3107288,5.08166,4.855338,6.027497,0.47714543146896016,327.10896,312.9997,299.0596,371.2576,29.389305116878834,6605.7,6861.0,5784.4,7180.8,566.2859966483369,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.6321218,5.408337,5.065602,6.576923,0.6293370040595896,346.90482,333.121,312.0106,405.0989,38.76338155839865,6249.3,6446.6,5301.1,6882.7,660.342498253747,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,6.164034,6.154809,5.696531,6.616862,0.3298302987969723,379.66742,379.0992,350.8721,407.5589,20.315546769580187,5669.28,5664.7,5269.1,6120.4,305.8098543212756,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_64-N_8192-num_aie_columns_2-b_col_maj_True-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,5.1432846,4.896598,4.831712,5.812378,0.41690566265619367,316.7954,301.601,297.6044,358.0075,25.678857891366587,6812.4,7120.3,5998.4,7215.9,518.9857319811404,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.77273012,0.7758358,0.7581055,0.783238,0.010003829863957103,703.35612,706.183,690.0444,712.9207,9.10574368610275,97715.42,97311.1,96391.5,99587.0,1272.748890001478,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.76549894,0.7705023,0.7338736,0.7823113,0.018539943297459133,696.77416,701.3284,667.9881,712.0771,16.87544949010246,98672.68,97984.7,96505.7,102875.3,2451.82840998305,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.7695596,0.7648691,0.7570383,0.7902262,0.013218540119846802,700.47026,696.2009,689.0731,719.2815,12.03182998832681,98127.68,98706.4,95539.1,99727.4,1666.3399824165488,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_False-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.76190018,0.7599063,0.7483533,0.7742373,0.010371958918497523,693.49848,691.6836,681.1678,704.728,9.440800862850532,99105.74,99351.0,97512.1,100884.8,1350.1646669943611,iron/operators/gemm/test.py::test_gemm
7e6b95b65dcb69d511057cd3d8b565db1e1227e6,2026-04-27 21:03:51,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.74845538,0.7437749,0.740338,0.7681521,0.011425712648977302,681.26076,677.0005,673.8721,699.1892,10.39997261573319,100889.52,101505.8,98284.5,101977.0,1514.3795584330896,n/a
5503a9566e74d9b7c3221a857d903c0e3b1b7a98,2026-05-11 23:33:39,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.75696454,0.7574866,0.7429265,0.774099,0.013724956969076422,689.00596,689.4812,676.2282,704.6021,12.492764883443519,99763.34,99668.4,97529.5,101621.7,1806.426738896432,iron/operators/gemm/test.py::test_gemm
4d4b803c99fe896d0f08aba5dcc86a8f319c18a5,2026-06-22 17:55:05,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.76315702,0.7725739,0.7372931,0.7792769,0.018044178565177194,694.6425,703.214,671.1006,709.3152,16.424208016218017,98972.66,97722.0,96881.4,102398.2,2369.6102206903147,iron/operators/gemm/test.py::test_gemm
4bb8427f20b07f0c721e4ded9a63cc4857cb9b9f,2026-06-23 22:53:11,M_2048-K_8192-N_2048-num_aie_columns_2-b_col_maj_False-c_col_maj_True-m_64-k_64-n_64-trace_size_0-partition_N_1,5/5,0.74653736,0.7552742,0.7263586,0.7605237,0.014955319308961617,679.51492,687.4674,661.1478,692.2456,13.61264605677382,101162.94,99960.3,99270.4,103939.7,2044.063551604989,iron/operators/gemm/test.py::test_gemm
